Column,Count_1
outrasCondicoes_QUADRO_DE_SINTOMAS_GRIPAIS_HÁ_48H_(CORIZA,2
outrasCondicoes_TOSSE_E_RINORREIA)_EVOLUINDO_COM_DESCONFORTO_RESPIRTÓRIO_HÁ_24h.,2
outrasCondicoes_DOEÇA_NEUROLOGICA_CRONICA,2
outrasCondicoes_CARBUNCULO,2
outrasCondicoes_Funcionario,2
outrasCondicoes_meningite,2
outrasCondicoes_EPILEPSIA_(_AVC_ISQUEMICO),2
outrasCondicoes_CAQUETICA,2
outrasCondicoes_PORTADOR_DE_LGDA,2
outrasCondicoes_AUTISMO_GRAVE,2
outrasCondicoes_hérnia_de_disco,2
outrasCondicoes_DOENCA_AUTO_IMUNE_RARA,2
outrasCondicoes_CLINICA_MEDICA,2
"outrasCondicoes_Hipertensao_arterial,Rinite_cronica",2
outrasCondicoes_EM_USO_DE_DIPIRONA,2
"outrasCondicoes_SIFILIS,TESTE_RAPIDO_PARA_HIV_POSITIVO.",2
outrasCondicoes_gastrite_cronica,2
outrasCondicoes_TIREODIOPATIA,2
outrasCondicoes_BATIMENTOS_DE_ASAS_NASAIS,2
outrasCondicoes_Contato_com_colega_de_serviço_positivo,2
outrasCondicoes_Pneumopatias_cronicas,2
outrasCondicoes_ASMATICA_+_HIPERTENSA,2
outrasCondicoes_PROBLEMAS_DE_TIREOIDE,2
outrasCondicoes_DOR_NO_CORPO_E_GRIPE,2
outrasCondicoes_ERISIPELA,2
outrasCondicoes_NOTIFICADO_SUSPEITA_DE_DENGUE,2
outrasCondicoes_AUTISMO/_DEPRESSÃO,2
outrasCondicoes_ASMA_COM_CRISES_SEMANAIS,2
outrasCondicoes_TRAÇO_DE_ANEMIA_FALCIFORME,2
outrasCondicoes_Pneumonia_bacteriana.,2
outrasCondicoes_titraparesia,2
outrasCondicoes_hiporexia,2
outrasCondicoes_SEM_CONDIÇÕES_ESPECIAIS,2
outrasCondicoes_CA_DE_OVARIO_COM_METASTASE_PERITONEAL,2
outrasCondicoes_HIPERTENSAO_ARTERIAL.,2
outrasCondicoes_HÁ_APROXIMADAMENTE_1_ANO_INTERNAÇÃO_NO_HUMAP_POR_DIAGNÓSTICO_DE_PNEUMONIA.,2
outrasCondicoes_DEPENDENTE_QUIMICA,2
outrasCondicoes_PSIQUIATRIA,2
outrasCondicoes_SEC_DE_PNEUMONIA,2
outrasCondicoes_ANEMIA_CRONICA_E_HAS,2
outrasCondicoes_alergias_AMENDOIM,2
outrasCondicoes_PESSOA_COM_DEFICIÊNCIA,2
"outrasCondicoes_TABAGISTA/ETILISTA/DEPRESSÃO/TRANSTORNO_DE_BIPOLARIDADE.TAG,TRANSTORNO_BODERLINE",2
outrasCondicoes_DOADORDE_ORGÃOS,2
outrasCondicoes_APNEIA_DO_SONO_COM_USO_DE_CPAP,2
outrasCondicoes_TROTOMENTE/_P/TB,2
outrasCondicoes_VDRL_REAGENTE/_ETILISTA_/_TABAGISTA/,2
outrasCondicoes_COREIA_DE_SYDENHAM,2
outrasCondicoes_sequela_neurologica_devido_lesão_por_PAF.,2
outrasCondicoes_DRC+_DM+_HAS+_DEFICIENCIA_VISUAL,2
outrasCondicoes_TRAÇOS_DE_ANEMIA_FALCIFORME,2
outrasCondicoes_vive_em_situação_de_vulnerabilidade+Usuário_de_crack+disfunção_renal_importante,2
outrasCondicoes_ETILISTA_ATIVO,2
"outrasCondicoes_DOENÇAS_NEUROLOGICAS,ASMA",2
outrasCondicoes_DOENÇA_CECIACA,2
outrasCondicoes_VULNERABILIDADE_SOCIAL,2
outrasCondicoes_P=_31KG_HÁ_6_DIAS,2
outrasCondicoes_recem_nascido,2
outrasCondicoes_Doença_Neurologica_crônica,2
outrasCondicoes_ABAULAMENTO_EM_REGIÃO_RETORAURICULAR,2
outrasCondicoes_NÃO_DEIXA_MANIPULAR_NEM_AO_TOQUE,2
outrasCondicoes_OTALGIA_INTENSA,2
outrasCondicoes_OTALGIA_A_ESQ_COM_OTORREIA._HÁ_2_DIAS,2
outrasCondicoes_QUE_EVOLI_POSTERIORMENTE_PARA_TREMORES_GENERALIZADOS_COM_LIBERAÇÃO_ESFINCTERIANA,2
outrasCondicoes_PORTADOR_DE_CA_DE_PULMÃO_EM_QUIMIOTERAPIA_-_PACIENTE_COM_SINAIS_DE_INFECÇÃO_FOCO_PULMONAR,2
outrasCondicoes_SEGUIDA_DE_TREMOR_EM_FACE,2
outrasCondicoes_TRAZIDO_PELA_IRMÃ_QUE_RELATA_QUE_O_MESMO_APRESENTOU~_ÀS_18H_QUEIXA_DE_CEFALEIA,2
outrasCondicoes_GESTANTE_VINTE_SEMANAS,2
outrasCondicoes_FIMBRONIALGIA,2
outrasCondicoes_DOENÇA_HEMATOLÓGICA_CRÕNICA,2
outrasCondicoes_ASMATIVO,2
outrasCondicoes_ANEMIA_PERNICIOSA,2
outrasCondicoes_EX-ETILISTA_+_DERRAME__PLEURAL_SEC_COVID?_PNEMONIA_BACTERIANA_ASSOCIADO?,2
outrasCondicoes_doenca_neurologica_cronica,2
outrasCondicoes_HAS_+_/_PRÉ-DM,2
"outrasCondicoes_COLEDOCOLITIASE,ICTERICIA_A/E",2
outrasCondicoes_HAS+ASMA,2
outrasCondicoes_EPILEP´SIA,2
outrasCondicoes_bronquite_e_talassemia_menor.,2
outrasCondicoes_fucionaria_com_sintomas,2
outrasCondicoes_CAD/DIPA,2
outrasCondicoes_1._ABDOME_AGUDO_PERFURATIVO_-_DIVERTICULITE_PERFURADA_DE_SIGMÓIDE__2._PO_(21/10):_LE_+_COLORRAFIA_+_COLOSTOMIA_EM_ALÇA___ACHADOS:_-_PERITONITE_PURULENTA_GENERALIZADA.__-_DIVERTICULO_PERFURADO_EM_COLON_SIGMOIDE_DISTAL_BORDA_MEDIAL.__-_MULTIPLOS_PEQUENOS_DIVERTICULOS_<_0.5CM_EM_SIGMOIDE.__-_UTERO_AUMENTADO,2
"outrasCondicoes_tosse_produtiva,",2
"outrasCondicoes_DOENÇAS_CARDIACAS_OU_VASCULARES,ASMA",2
outrasCondicoes_BRONCOPNEUMONICO_A_ESQUERDA_,2
outrasCondicoes_HAS_/_EX-TABAGISTA,2
outrasCondicoes_ETILISMO_IMPORTANTE,2
outrasCondicoes_RECOBERTO_EM_FIBRINA_POREM_AUSENCIA_DE_NECROSE._OVARIOS_E_TUBAS_UTERINAS_DENTRO_DA_NORMALIDADE._-_APENDICE_CECAL_SEM_DISTENSAO,2
outrasCondicoes_ETILISTA+_TABAGISTA,2
outrasCondicoes_SEM_NECROSE,2
outrasCondicoes_SEM_PERFURAÇAO.__3._PO_(25/10):_LE_+_OMENTECTOMIA_+,2
"outrasCondicoes_RINITE,FEBRE_REUMATICA",2
"outrasCondicoes_SINDROME_DE_DOWN,AUTIS,MO",2
outrasCondicoes_tabagismo_e_drogadicao,2
outrasCondicoes_nao_realizado,2
outrasCondicoes_rinorreia_e_congestão_nasal,2
"outrasCondicoes_DOENCA_PULMONAR_CRONICA,ALTERACAO_DA_AUSCULTA_PULMONAR",2
outrasCondicoes_06/01/2022,2
"outrasCondicoes_IMC_36,89",2
outrasCondicoes_FAZ_ACOMPANHAMENTO_COM_FONO_E_OTORRINO,2
outrasCondicoes_13232794904,2
outrasCondicoes_Síndrome_de_Steven_Johnson,2
outrasCondicoes_DEPRESSÃO_/_Intolerância_a_Lactose,2
outrasCondicoes_HAS_/_ANSIEDADE,2
outrasCondicoes_Mãe_:_Elisabete_Civinski,2
outrasCondicoes_Depressão_+_em_uso_de_sertralina_20_+_amitriptilina_25_+_clonazepam_2_mg_+_ciclobenzaprina_10_mg/dia,2
outrasCondicoes_MÃE:_Janete_Ananias,2
outrasCondicoes_SULFAMETAXOL_CONFIRMADA:__SULFATO_DE_ZINCO,2
outrasCondicoes_CONFIRMADA:__AMOXICILINA_CONFIRMADA:___-_CIPROFLOXACINO,2
outrasCondicoes_alergia;_METOCLOPRAMIDA,2
outrasCondicoes_TABAGISMO_/_alergia_DICLOFENACO,2
outrasCondicoes_ALERGIAS_;_ESCOPOLAMINA_,2
outrasCondicoes_Mãe:_Olivia_de_Oliveira_Torrens,2
outrasCondicoes_S_comorbidades,2
outrasCondicoes_HIPERTENSÃO_E_HIPOTIROIDISMO,2
outrasCondicoes_FILHO_DE_MAE_COVID_+,2
outrasCondicoes_GARGANA_,2
outrasCondicoes_DMG/HIPOTIREODISMO_GESTACIONAL,2
outrasCondicoes_Paciente_com_dor_de_garganta,2
outrasCondicoes_MICOSE_FUNGOIDE,2
outrasCondicoes_CA_COLO_DE_UTERO_,2
outrasCondicoes_COMITO_DOR_NAS_COSTA_E_CORPO,2
outrasCondicoes_FORA_DO_PERÍODO_DE_TESTAGEM,2
"outrasCondicoes_ASMA_,RINITE",2
outrasCondicoes_CONTATO_COM_AVÓ_POSITIVA,2
outrasCondicoes_BRONQUITE_E_TIROIDE,2
outrasCondicoes_paracetamol_generico_e_dorico_dipirona_aas__cataflan_profenid_voltarem__nimesolida_buscopam_composto_anador__doril_magnopirol_dorflex_corante__clarintim_d_arcoxia_cheracap_naldecom_alka_selser_sonrisolmilanta_plux,2
"outrasCondicoes_Hidrocerfalia,Doença_renal_Cronica",2
outrasCondicoes_Doença_de_Chron,2
outrasCondicoes_PSORISE,2
outrasCondicoes_93616198968,2
outrasCondicoes__Mercúrio,2
outrasCondicoes_ALTERAÇÃO_NA_TIREOIDE,2
outrasCondicoes_DECONGEX,2
outrasCondicoes_CONFIRMADA:__DIGESAN,2
outrasCondicoes_INFLUENZA__TIPO_A_REAGENTE,2
outrasCondicoes_ALERGIA_METOCLOPRAMIDA_/HIPOTIREOIDISMO,2
outrasCondicoes_BRONQUITE_COMPENSADA,2
outrasCondicoes_BIPOLARIDADE/ESQUIZOFRENIA,2
outrasCondicoes_HIPOTIREOIDISMO_/_alergias__DIPIRONA,2
outrasCondicoes_NEOPL_MALIG_OUTR_PARTES_E_NE_DA_LINGUA_/_alergias_BROMOPRIDA,2
outrasCondicoes_alergias_PENICILINA.,2
outrasCondicoes_Paciente_com_resultado_positivo_para_vírus_sincicial_respiratório_em_12/01/23._Influenzas_A_e_B,2
outrasCondicoes_dor_canela,2
outrasCondicoes_Diagnóstico_de_Sindrome_do_Intestino_Curto.,2
outrasCondicoes_ALERGIA;_CAINA_MIX;_THIMERONAL;_HIDROQUINONA,2
outrasCondicoes_ALERGIAS_ONDANSETRONA,2
outrasCondicoes_cpf-11511697903,2
outrasCondicoes_50%_do_pulmão_comprometido,2
outrasCondicoes_Puérpera,2
outrasCondicoes_ALERGIA;_DIPIRONA_,2
outrasCondicoes_ALERGIA_NIFEDIPINO_20MG,2
outrasCondicoes_cpf-03126169961,2
outrasCondicoes_ALERGIA_;_DICLOFENACO_/__DIPIRONA,2
outrasCondicoes_ALERGICA_DIPIRONA,2
outrasCondicoes_Historia_De_Convulsão_Quando_Criança/_Faz_Uso_De_Topiramato,2
outrasCondicoes_CONTATO_COM_O_TIO_POSITIVO,2
outrasCondicoes_alergia_a_dipirona,2
outrasCondicoes_NÃO_FOI_ATENDIDA_NESSA_UNIDADE,2
outrasCondicoes_HIDROCELE,2
outrasCondicoes_PREMATURO_31_SEM,2
outrasCondicoes_Não_realizada_testagem.,2
outrasCondicoes_EX._TABAGISTA,2
outrasCondicoes_FAZENDO_USO_DE_CICLOSPORINA,2
outrasCondicoes_REAVALIAR_EMS_EGUIDA_E_COLHER_DETALHES_DA_HISTÓRIA,2
outrasCondicoes_PORÉM_COM_FORÇA_PRESERVADA_EM_OLHOS_E_TESTA._NEGA_INFECÇÕES_PRÉVIAS._PORTADOR_DE_DERMATITE_ATÓPICA_EXTENSA,2
outrasCondicoes_TRAZIDO_POR_PARALISIA_FACIAL_APENAS_EM_ANDAR_INFERIOR_DA_FACE(DESVIO_DE_RIMA_PARA_A_DIREITA)_DE_INÍCIO_HOJE_PELA_MANHÃ,2
outrasCondicoes_DERRAME_PLEURAL?,2
outrasCondicoes_NAO_HÁ,2
"outrasCondicoes_relata_DM_,HAS,ASMA",2
outrasCondicoes_TERATOMA_EM_OVARIO,2
outrasCondicoes_Não_possui_nenhuma_restrição.,2
outrasCondicoes_SEQUELA_DE_AVC,2
outrasCondicoes_Esforço_respiratório_+_secreção_após_indução_anestésica,2
outrasCondicoes_Seem_Comorbidade,2
outrasCondicoes_não_relatado,2
outrasCondicoes_CONTATO_COM_3_CASOS_POSITIVOS,2
outrasCondicoes_ETILISTA/TABAGISTA,2
outrasCondicoes_HÍGIDO,2
"outrasCondicoes_ASMA,BROQNQUITE",2
outrasCondicoes_EPILÉPSIA,2
outrasCondicoes_Queimação_Nas_Vias_Aereas_Superiores,2
outrasCondicoes_HAS._USO_DE_LOSARTANA_E_HIDROCLOROTIAZIDA._SAT_89%.,2
outrasCondicoes_PRESCRITO_NO_DONA_LIBÂNIA.,2
outrasCondicoes_ALBINISMO,2
outrasCondicoes_ABDOME_EM_DEFESA_CD:_PRESCREVO_SINTOMATICOS_AGORA_E_DEIXO_EM_OBSERVAÇÃO,2
outrasCondicoes_NÃO_CONSEGUE_DAR_DETALHES_POR_CAUSA_DE_DOR._ALERGIAS:_NÃO_INFORMADO_COMORBIDADES:_NÃO_INFORMADO_MEDICAMENTOS_EM_USO:_NÃO_INFORMADO_AO_EXAME_FÍSICO:_PALIDA,2
outrasCondicoes_ASEUIRA,2
outrasCondicoes_Perda_De_Paladar,2
outrasCondicoes_GASTRITE__E_INT._IRRITAVEL,2
outrasCondicoes_Ansiedade.,2
outrasCondicoes_LESAO_CEREBRAL,2
outrasCondicoes_Doença_Cardiovascular_Cronica,2
outrasCondicoes_FRAQUESA,2
outrasCondicoes_ETILSITA,2
outrasCondicoes_HERNIA_DE_DISCO_LOMBAR,2
outrasCondicoes_hipotireioidismo,2
outrasCondicoes_população_de_vulnerabilidade,2
outrasCondicoes_PACIENTE_COM_QUEIXA_DE_DOR_ABDOMINAL_EPIGASTRICA_INTENSA,2
outrasCondicoes_DIAFORÉICA,2
outrasCondicoes_Ex;_Tabagista,2
outrasCondicoes_PNEUMONIA_COM_DERRAME_PLEURAL,2
outrasCondicoes_GASTRITE_E_REFLUXO,2
outrasCondicoes_SEM_EDEMA_OU_CIANOSE._SEM_RIGIDEZ_DE_NUCA_/_SEM_SINAIS_MENINGEOS.,2
outrasCondicoes_FACIES_DE_DOR,2
outrasCondicoes_RHA+_EXTR.:_PPP,2
outrasCondicoes_SEM_VCMG,2
"outrasCondicoes_2T,BNF,SS_AP:_MVU_COM_CREPTOS_E_SIBILOS_DIFUSOS._ABD.:_FLACIDO",2
outrasCondicoes_ATIVO._OROF.:_SEM_ALTERAÇÕES._AC:_RCR,2
outrasCondicoes_HIDRATADO,2
outrasCondicoes_CORADO,2
outrasCondicoes_HAS_E_HEMODIALISE,2
outrasCondicoes_gastrosquise,2
outrasCondicoes_sifilis,2
outrasCondicoes_PRE_DIABETICA_E_HIPERTENSA,2
outrasCondicoes_Sindrome_do_Machado-Joseph,2
outrasCondicoes_ENXAQ1UECA,2
outrasCondicoes_HAS_(PARA_TRENSFERENCIA),2
outrasCondicoes_TIREOIDECTOMIZADA,2
outrasCondicoes_ANEMIA_FALCIFORME_E_ASMA,2
"outrasCondicoes_EPILEPSIA,DRC_COM_HD,ITU",2
outrasCondicoes_ENCEFALOPAIA_NÃO_PROGRESSIVA,2
outrasCondicoes_PRESSAO_LATA,2
"outrasCondicoes_DEPRESÃO,NEUROPATIA",2
outrasCondicoes_EMPRESA_GUIMARAES,2
outrasCondicoes_DOADOR_DE_CORNEA,2
outrasCondicoes_FEBRIOLOGIA,2
outrasCondicoes_HIPERTENSAO_VENOSA,2
outrasCondicoes_sintomas_gripais_n,2
outrasCondicoes_Sem_comrbidade,2
outrasCondicoes_assitomatico,2
outrasCondicoes_HAS_+_DM_+_ETILISTA_+_TABAGISTA,2
outrasCondicoes_DEF_DE_BIOTINIDASE_TOTAL,2
outrasCondicoes_DERRAME_PLEURAL;_IVAS_;NEO_DE_PULMAO,2
outrasCondicoes_SEM_DOENÇAS_PRE_EXITENTES,2
outrasCondicoes_SII_(SIND._DO_INTESTINO_IRRITAVEL),2
outrasCondicoes_RINITE_VASOMOTORA,2
outrasCondicoes_TUMOR_KIMKEMBERG,2
outrasCondicoes_uninassau,2
outrasCondicoes_S_MARCOS,2
outrasCondicoes_BRONQUITE_OBLITERANTE,2
outrasCondicoes_lombalgia,2
outrasCondicoes_TUMOR_DE_KRUKEMBERG,2
outrasCondicoes_QUEIXA_SE_FALTA_DE_AR,2
outrasCondicoes_Pré_Diabetes,2
outrasCondicoes_SINDROME_DE_MIELOPROLIFERATIVA_CRÔNICA,2
outrasCondicoes_DOENÇA_NEUROLÓGICA.,2
outrasCondicoes_Ansiedade;_Bronquite_asmática_prévia,2
outrasCondicoes_nauseas,2
outrasCondicoes_funcionario_da_engenharia_clinica,2
outrasCondicoes_nã_informado,2
outrasCondicoes_Asmas,2
outrasCondicoes_portador_de_doenca_cardio_vasculares,2
outrasCondicoes_ESQUIZOFRENIA.,2
outrasCondicoes_DEFICIENCIA_CONGENITA_CARDIACA,2
outrasCondicoes_DM_E_HAS.,2
outrasCondicoes_TUMOR_CEREBRAL_EM_REMISSÃO,2
outrasCondicoes_HIPRETENSA,2
outrasCondicoes_VAVULA_AORTICA_BICUSPIDE.,2
outrasCondicoes_síndrome_de_down,2
outrasCondicoes_VOMITO_E_DIARRÉIA,2
outrasCondicoes_FEZES_PASTOSA_AMARELA,2
outrasCondicoes_deficiente_mental,2
outrasCondicoes_BRONQUITE_E_CA_DE_MAMA,2
outrasCondicoes_Tumor_Hipofisario,2
outrasCondicoes_HIPOTIREOIDISMO/_DRGE_/_TALASSEMIA_ALFA_MINOR,2
outrasCondicoes_SEQUELAS_DE_COVID_-_SISTEMA_VASCULAR.,2
outrasCondicoes_CONVULSOES_NERVOSAS,2
outrasCondicoes_HA_(Hipertensão_Arterial),2
outrasCondicoes_Doença_Hepática_Crônica,2
outrasCondicoes_TIREIDE,2
outrasCondicoes_HAS_SEM_TRATAMENTO,2
outrasCondicoes_RENITE_E_BINUSITE,2
outrasCondicoes_Não_possui_comorbidades_prévias,2
outrasCondicoes_DOENÇAS_CARDIOVASCULARES_CRÔNICAS,2
outrasCondicoes_CA_DE_INTESTINO,2
outrasCondicoes_PASSADO_DE_ASMA_USA_ARELOIN_NAS_CRISES,2
outrasCondicoes_Hipertensão_pulmonar_tromboembólica_crônica_superada__-_Trombofilia_a/e_+_TVP_+_TEP_crônico_+__Leiomiomas_uterinos_-_Pneumotórax_crônico,2
outrasCondicoes_ITR_nososcomial_-_LRA_secundária_à_Hipovolemia,2
outrasCondicoes_DOENÇA_NEUROLOGICAS_CRONICA,2
outrasCondicoes_TB_+_EX-USUARIO_DE_DROGAS,2
outrasCondicoes_NÃOM_POSSUI,2
outrasCondicoes_-_SEPSE_DE_FOCO_A/E:_PULMONAR?_ÓSSEO??_-_IMAGENS_TOMOGRÁFICAS_SUGESTIVAS_DE_EMBOLIA_SÉPTICA_-_SÍNDROME_COLESTÁTICA_(A/E):_TRANSINFECCIOSO?_SD._WEIL??_COLANGITE???_|_BILIRRUBINAS_EM_QUEDA_-_LRA:_PRÉ_RENAL?_-_ESPONDILODISCITE_BACTERIANA_(ACHADO_DE_TC_DE_ABDOME_12/10):_MAL_DE_POTT?_-_TVP_DE_MIE_-_RELATO_DE_HEMOPTISE_VOLUMOSA_EM_15/10_-_HIPONATREMIA_GRAVE_(SUPERADA)_+_HIPOCALEMIA_(SUPERADA)_-_PASSADO_DE_TB_TRATADA_EM_2007_-_PRIVADO_DE_LIBERDADE,2
outrasCondicoes_SEM_DOENÇAS_PRE´-EXISTENTES,2
outrasCondicoes_HAS._PCT_RECEBEU_ALTA.,2
outrasCondicoes_RENITER_ALÉRGICA,2
outrasCondicoes_lupus/saafi,2
outrasCondicoes_EPITEPSIA/hipotireoidismo,2
outrasCondicoes_DISPNEICA,2
outrasCondicoes_DOEÇAS_CRONICO_RESPIRATORIA,2
"outrasCondicoes_TRANSTORNO_DE_ANSIEDADE,CIRURGIA_BARIATRICA",2
outrasCondicoes_HIPERTENSAO_NA_GRAVIDEZ,2
outrasCondicoes_PASSADO_DE_TB_+_TABAGISTA,2
outrasCondicoes_PACIENTE_COM_NEOPLASIA_METASTATICA_E_ENTUBADA.,2
outrasCondicoes_HIPERTIREIOIDISMO,2
outrasCondicoes_HIPERINSULINEMIA_CONGÊNITA,2
outrasCondicoes_DOENÇAS_EMATOLOGICAS,2
outrasCondicoes_TEM_EPILEPSIA,2
outrasCondicoes_POSSUI_ASMA,2
outrasCondicoes_NÃO_IDENTIFICADO,2
outrasCondicoes_DOENÇA_RENAL_CRÔNICA_AGUDIZADA.,2
outrasCondicoes_HAS+_ASMA_(PCT_RECEBEU_ALTA),2
outrasCondicoes_HASc,2
outrasCondicoes_TABAGISMO_+_EX_ETILISTA_(ABSTINENCIA_HA_1_MES)_+_TB_NAO_TRATADO,2
outrasCondicoes_SEM_DOENÇAS_PRE_EXISTENTES,2
outrasCondicoes_HAS_-_FAZ_USO_ENALAPRIL,2
outrasCondicoes_doador_de_córneas,2
outrasCondicoes_Solicitado,2
outrasCondicoes_BRONQUITE___ASMÁTICA,2
outrasCondicoes_VARIAS_ALERGIAS,2
outrasCondicoes_NÃO_REALIZAMOS_TESTAGEM,2
outrasCondicoes_FRATURA_DE_RADIO_DISTAL_DIR,2
outrasCondicoes_DISTROFIA_MUSCULAR_CONGENITA,2
outrasCondicoes_N_AO_INFORMADO,2
outrasCondicoes_SÍNDROME_DO_INTESTINO_IRRITÁVEL,2
"outrasCondicoes_EHI,NEUROFIBROMATOSE",2
outrasCondicoes_HIPERTENSÃO_E_DISPIDEMIA,2
outrasCondicoes_manutencao_de_equipamentos_hospitalares,2
outrasCondicoes_filho_de_mãe_com_HIV,2
outrasCondicoes_Anemia_Ferropriva,2
outrasCondicoes_Fez_tratamento_de_Tubrculose__em_2010,2
outrasCondicoes_Refluxo._Hérnia_Hiatal.,2
outrasCondicoes_CA_MEDIASTINO,2
"outrasCondicoes_coriza_,tosse_,febre",2
outrasCondicoes_ELITISTA+_TABAGISTA,2
outrasCondicoes_HIPERPLASIA_ADRENAL,2
outrasCondicoes_negas,2
outrasCondicoes_sidrome_de_down,2
outrasCondicoes_Alergia_A_Penicilina,2
"outrasCondicoes_Alérgia_a_Dipirona,ácaro,pelo",2
outrasCondicoes_DC_Hepática,2
outrasCondicoes_S/COMORBIDADES,2
outrasCondicoes_tireoidectomia,2
outrasCondicoes_HIPERTENSÂO_ARTERIAL,2
outrasCondicoes_TROMBOFILIA_CONGÊNITA,2
outrasCondicoes_TIREOIDE_EM_TRATAMENTO,2
outrasCondicoes_HIPOTIREOIDISMO_+_HAS,2
outrasCondicoes_DEPAKENE_250_MG_(2/0/2),2
outrasCondicoes_Glaucoma_de_ângulo_fechado.,2
"outrasCondicoes_EPILEPSIA,HIPERTENSÃO",2
outrasCondicoes_AMPLICTIL_25_MG_(0/0/1),2
outrasCondicoes_hipertenção_e_hipotireodismo,2
outrasCondicoes_DESDE_O_INICIO_DA_TARDE_DE_HOJE_RELATA_CONTATO_COM_PORTADOR_DE_COVID-19,2
outrasCondicoes_funcionaria_do_laboratorio,2
outrasCondicoes_CLONAZEPAM_2_MG_(1/0/1).,2
"outrasCondicoes_GESTANTE_32,2_S",2
outrasCondicoes_Hipotiroidismo_e_hipertensão,2
outrasCondicoes_LABORATORIO_MUNICIPAL_CRISTALINA,2
outrasCondicoes_INTESTINO_E_FIGADO,2
outrasCondicoes_REFERE_TOSSE_SECA_HÁ_01_SEMANA,2
outrasCondicoes_funcionaria_do_centro_obstetrico,2
outrasCondicoes_Dpoc,2
outrasCondicoes_ASMA_-_SALBUTAMOL_NAS_CRISES,2
outrasCondicoes_Hipertensão_Aterial,2
outrasCondicoes_TROBOFILICA,2
outrasCondicoes_IAM.,2
outrasCondicoes_marcapasso_e_arritimia,2
outrasCondicoes_DEoenças_Cardíacas_Cronicas,2
outrasCondicoes_nega_demais_problemas_de_saude,2
outrasCondicoes_dois_anos_de_idade,2
outrasCondicoes_HISTÓRIA_DE_TB,2
outrasCondicoes_SUSPEITA_DE_GESTACAO,2
outrasCondicoes_dependente_quimica,2
outrasCondicoes_PROBLEMAS_HEPÁTICOS,2
outrasCondicoes_PO_Cirurgica,2
outrasCondicoes_NODULOS_EM_TIREOIDE.,2
outrasCondicoes_já_teve_CA,2
"outrasCondicoes_COARCTAÇÃO_DE_AORTA_,ESTENOSE_DE_AORTA",2
outrasCondicoes_HIPERETNSÃO_+_MAL_DE_CHAGAS,2
outrasCondicoes_Tvp_E_Embolia_Pulmonar,2
outrasCondicoes_ALERGIA_À_DIPIRONA,2
outrasCondicoes_CONTACTANTE_DE_PACIENTE_POSITIVO_PARA_COVID_19,2
outrasCondicoes_fibromialgina,2
outrasCondicoes_TIREÓIDE_DE_HASHIMOTO,2
outrasCondicoes_HIPERTENSAO_E_REFLUXO,2
"outrasCondicoes_hipertenão,depressão",2
outrasCondicoes_Bronquuite,2
outrasCondicoes_sem_informaçoes,2
outrasCondicoes_DPOC_ASMA,2
outrasCondicoes_NENHUMA_DOENÇA_ESPECIFICA,2
outrasCondicoes_ACOMPANHANTE_DE_MATERNIDADE,2
outrasCondicoes_ex-tabagista,2
outrasCondicoes_ROTINA_INTERNAÇÃO,2
outrasCondicoes_PNEUMONIA_FIBROTICA_CRONICA,2
outrasCondicoes_Pre__diabetes,2
outrasCondicoes_H.A.S._E_ARRITMIA,2
outrasCondicoes_DEPRESSÃO_FIBRIMIALGIA,2
outrasCondicoes_disturbios_olfativos,2
outrasCondicoes_FEZ_TRATAMENTO_PARA_PLAQUETAS,2
outrasCondicoes_Sinosite,2
outrasCondicoes_COGESTÃO_NASAL,2
"outrasCondicoes_ARTROSE,HAS",2
outrasCondicoes_GESTANTE_12_SEMANAS,2
outrasCondicoes_Rim_policistico,2
outrasCondicoes_UNIDADE_MOVEL,2
outrasCondicoes_HIPERTENSA_E_TABAGISTA,2
outrasCondicoes_NEGA_DOENCAS,2
outrasCondicoes_TRASPLANTADO_RINS,2
outrasCondicoes_NAO_EXITEM_DOENÇAS_E_COMORBIDADES,2
outrasCondicoes_deficiente_fisico,2
outrasCondicoes_HIPERTENSÃO_E_DEPRESSÃO,2
outrasCondicoes_RINITE;_SINUSITE;_HIPERTIREOIDISMO,2
outrasCondicoes_enchaqueca,2
outrasCondicoes_Síndrome_de_Edwards,2
outrasCondicoes_Pós_bariátrica,2
outrasCondicoes_historoa_anterior_de_TVP,2
outrasCondicoes_DOENÇA_DE_ALZHEIMER,2
outrasCondicoes_Bronquiolite,2
outrasCondicoes_PARALISIA_CEREBRAL_GRAU_BAIXO,2
outrasCondicoes_ANDROCEFALIA_CONGÊNICA,2
outrasCondicoes_Leucemia_Mileoide_Aguda,2
outrasCondicoes_dermatiti_atopica,2
outrasCondicoes_HIPOTIREOIDISMOI.,2
outrasCondicoes_DOR_DE_GARGANTA/MAL_ESTAR,2
outrasCondicoes_NÃO_PÓDE_FAZER_USO_DE_AAS_E_DIPIRONA,2
outrasCondicoes_HIPÉRTENSÃO,2
outrasCondicoes_MICROEJEROCITOSE,2
"outrasCondicoes_SD_PANICO,BARIATRICA,ITU_RECORRENTE",2
outrasCondicoes_TRATAMENTO_DE_RADIOTERAPIA,2
outrasCondicoes_Paciente_faz_acompanhamento_psiquiátrico_e_neurológico._Medicamentos_em_uso:_AMITRIPTILINA_25_MG_(2/0/4),2
outrasCondicoes_TRATA_CÂNCER_DE_MAMA,2
outrasCondicoes_Doença_Neurológica_Crônica_e_Doença_Cardiovascular_Crônica,2
outrasCondicoes_Tromboembolismo,2
